Art	1761	774	90
Art	1762	436	77
Art	1763	1088	76
Art	1764	786	109
Art	1765	567	94
Art	1766	750	130
Art	1767	636	98
Art	1768	367	104
Art	1769	707	91
Art	1770	602	108
Art	1771	568	63
Art	1772	1302	130
Art	1773	607	99
Art	1774	738	117
Art	1775	771	125
Art	1776	660	135
Art	1777	450	87
Art	1778	969	73
Art	1779	509	84
Art	1780	405	98
Art	1781	738	123
Art	1782	747	123
Art	1783	814	93
Art	1784	468	117
Art	1785	622	129
Art	1786	590	138
Art	1787	667	164
Art	1788	1214	206
Art	1789	501	141
Art	1790	1127	157
Art	1791	616	160
Art	1792	944	198
Art	1793	498	158
Art	1794	623	181
Art	1795	826	164
Art	1796	1497	217
Art	1797	1398	187
Art	1798	1451	194
Art	1799	1109	217
Art	1800	1481	298
Art	1801	3861	492
Art	1802	2105	392
Art	1803	1895	410
Art	1804	2856	447
Art	1805	1941	444
Art	1806	2766	516
Art	1807	3403	534
Art	1808	2324	502
Art	1809	4389	480
Art	1810	2450	605
Art	1811	3427	638
Art	1812	2711	500
Art	1813	3075	465
Art	1814	10395	618
Art	1815	3969	537
Art	1816	3159	579
Art	1817	3573	619
Art	1818	3129	632
Art	1819	3624	595
Art	1820	3592	814
Art	1821	3737	651
Art	1822	5920	874
Art	1823	4984	938
Art	1824	5686	1107
Art	1825	4989	1097
Art	1826	5113	851
Art	1827	4722	842
Art	1828	9193	864
Art	1829	5368	876
Art	1830	7603	1077
Art	1831	4384	943
Art	1832	4145	975
Art	1833	13283	1040
Art	1834	5066	1019
Art	1835	6163	1028
Art	1836	7715	1235
Art	1837	5574	1067
Art	1838	8196	1105
Art	1839	8287	1327
Art	1840	8034	1324
Art	1841	7661	1281
Art	1842	10681	1072
Art	1843	32254	1193
Art	1844	8024	1377
Art	1845	9756	1456
Art	1846	9178	1510
Art	1847	9923	1487
Art	1848	12590	1606
Art	1849	9579	1614
Art	1850	13771	1868
Art	1851	12372	1919
Art	1852	14148	2074
Art	1853	13731	2221
Art	1854	16029	2398
Art	1855	19819	2139
Art	1856	15563	2212
Art	1857	16425	1910
Art	1858	15781	2035
Art	1859	17279	2167
Art	1860	17454	2320
Art	1861	12724	1740
Art	1862	14747	1540
Art	1863	14398	1657
Art	1864	16061	1842
Art	1865	27307	1857
Art	1866	14024	2021
Art	1867	18319	1929
Art	1868	17479	2091
Art	1869	22005	2257
Art	1870	17501	2207
Art	1871	19062	2252
Art	1872	29022	2277
Art	1873	25809	2391
Art	1874	19532	2515
Art	1875	19580	2624
Art	1876	24574	2682
Art	1877	25203	2770
Art	1878	20262	2671
Art	1879	25467	2895
Art	1880	31033	3344
Art	1881	32262	3295
Art	1882	25831	3410
Art	1883	30094	3901
Art	1884	31361	3648
Art	1885	34375	3663
Art	1886	32091	3074
Art	1887	26316	3575
Art	1888	26359	3370
Art	1889	26271	3229
Art	1890	34239	3368
Art	1891	43222	3821
Art	1892	38175	4174
Art	1893	42907	4128
Art	1894	34695	3965
Art	1895	42137	4219
Art	1896	48023	4582
Art	1897	42335	4556
Art	1898	42191	4781
Art	1899	53942	5313
Art	1900	45555	5594
Art	1901	48728	5644
Art	1902	50222	5773
Art	1903	46982	5403
Art	1904	68791	6199
Art	1905	65576	5756
Art	1906	64701	5971
Art	1907	58310	5871
Art	1908	63627	6072
Art	1909	52468	5428
Art	1910	61293	5637
Art	1911	58899	5756
Art	1912	60483	5944
Art	1913	60682	5872
Art	1914	55039	5798
Art	1915	50906	5126
Art	1916	60697	4973
Art	1917	49687	4964
Art	1918	42565	4176
Art	1919	43342	4632
Art	1920	63662	5715
Art	1921	53995	5021
Art	1922	68036	5721
Art	1923	51760	5007
Art	1924	49170	4762
Art	1925	53336	4946
Art	1926	49348	4850
Art	1927	51836	5417
Art	1928	59157	5402
Art	1929	51871	5232
Art	1930	62200	5634
Art	1931	57238	5369
Art	1932	57090	4606
Art	1933	37995	4060
Art	1934	53188	4506
Art	1935	56531	4793
Art	1936	59614	5018
Art	1937	56219	5108
Art	1938	57382	5116
Art	1939	51797	5046
Art	1940	48026	4524
Art	1941	48273	4187
Art	1942	44679	3842
Art	1943	35043	3164
Art	1944	33011	3143
Art	1945	43900	3645
Art	1946	50958	4859
Art	1947	72681	5583
Art	1948	74775	6015
Art	1949	86682	6523
Art	1950	116421	6346
Art	1951	64897	6172
Art	1952	69354	6201
Art	1953	69407	6085
Art	1954	80928	6185
Art	1955	79734	6571
Art	1956	123575	6885
Art	1957	86353	7490
Art	1958	104226	7500
Art	1959	99295	7784
Art	1960	123177	8913
Art	1961	136993	9666
Art	1962	132268	10849
Art	1963	124065	11474
Art	1964	131149	11602
Art	1965	184137	12731
Art	1966	171431	13681
Art	1967	184879	14699
Art	1968	203585	16287
Art	1969	236756	15947
Art	1970	239982	16821
Art	1971	181667	16676
Art	1972	213362	17536
Art	1973	198834	16630
Art	1974	223893	16470
Art	1975	224911	17002
Art	1976	226342	17353
Art	1977	234494	17758
Art	1978	218121	17883
Art	1979	252448	18309
Art	1980	240396	18675
Art	1981	250944	18029
Art	1982	258153	19296
Art	1983	267933	19832
Art	1984	307303	21029
Art	1985	272789	21472
Art	1986	312789	22486
Art	1987	320366	23561
Art	1988	326490	25182
Art	1989	364278	26336
Art	1990	374694	28755
Art	1991	377314	28295
Art	1992	387945	30773
Art	1993	406640	30648
Art	1994	426764	33317
Art	1995	476151	34746
Art	1996	521934	36968
Art	1997	508532	37411
Art	1998	549165	39396
Art	1999	604194	42109
Art	2000	636611	47045
Art	2001	640679	47023
Art	2002	699574	51788
Art	2003	721208	56821
Art	2004	744007	61165
Art	2005	746942	60090
Art	2006	828856	63147
Art	2007	827948	66555
Art	2008	889033	82848
airport	1515	3	1
airport	1600	1	1
airport	1750	1	1
airport	1766	1	1
airport	1783	1	1
airport	1815	2	2
airport	1817	24	1
airport	1828	1	1
airport	1830	1	1
airport	1831	1	1
airport	1834	1	1
airport	1835	8	2
airport	1836	3	1
airport	1838	1	1
airport	1854	347	5
airport	1857	2	2
airport	1858	1	1
airport	1859	1	1
airport	1863	2	1
airport	1864	1	1
airport	1867	1	1
airport	1868	5	5
airport	1869	1	1
airport	1870	9	1
airport	1871	1	1
airport	1872	1	1
airport	1876	4	4
airport	1879	7	6
airport	1880	1	1
airport	1889	9	3
airport	1890	17	2
airport	1893	35	4
airport	1896	1	1
airport	1897	8	4
airport	1898	2	2
airport	1899	2	2
airport	1900	443	11
airport	1901	5	2
airport	1902	7	4
airport	1903	17	4
airport	1904	4	4
airport	1905	15	2
airport	1906	55	5
airport	1907	1	1
airport	1908	1	1
airport	1909	1	1
airport	1910	7	1
airport	1911	3	3
airport	1912	152	8
airport	1913	6	6
airport	1914	20	3
airport	1915	1	1
airport	1916	8	8
airport	1917	7	7
airport	1918	6	5
airport	1919	7	4
airport	1920	9	7
airport	1921	2	1
airport	1922	19	11
airport	1923	23	10
airport	1924	45	14
airport	1925	39	16
airport	1926	170	24
airport	1927	1191	73
airport	1928	657	129
airport	1929	3468	181
airport	1930	5867	232
airport	1931	3497	286
airport	1932	981	241
airport	1933	1283	229
airport	1934	1081	273
airport	1935	1539	361
airport	1936	1525	436
airport	1937	2465	517
airport	1938	2686	563
airport	1939	3377	694
airport	1940	8868	759
airport	1941	4709	921
airport	1942	7707	1009
airport	1943	7122	997
airport	1944	6821	912
airport	1945	9597	851
airport	1946	15933	1020
airport	1947	9969	1167
airport	1948	7864	1165
airport	1949	10579	1272
airport	1950	6974	1286
airport	1951	7359	1378
airport	1952	5472	1345
airport	1953	6440	1382
airport	1954	7996	1563
airport	1955	8997	1768
airport	1956	7449	1784
airport	1957	7901	1931
airport	1958	9254	1965
airport	1959	10419	2178
airport	1960	12261	2493
airport	1961	11860	2797
airport	1962	16793	3006
airport	1963	14554	3151
airport	1964	15195	3211
airport	1965	18997	3643
airport	1966	19622	4082
airport	1967	22495	4426
airport	1968	24381	4939
airport	1969	24256	4680
airport	1970	25204	5087
airport	1971	27274	5363
airport	1972	30449	5752
airport	1973	29440	5815
airport	1974	28823	6029
airport	1975	31994	5944
airport	1976	28598	6351
airport	1977	33827	6549
airport	1978	32241	6732
airport	1979	46200	7265
airport	1980	37518	7503
airport	1981	35716	7471
airport	1982	41397	8066
airport	1983	45116	8364
airport	1984	50011	9154
airport	1985	49424	9596
airport	1986	53547	10337
airport	1987	58046	10841
airport	1988	60303	11282
airport	1989	67752	12310
airport	1990	76600	13257
airport	1991	81484	13312
airport	1992	84860	14082
airport	1993	79187	14240
airport	1994	90668	15470
airport	1995	87574	16080
airport	1996	102357	17167
airport	1997	103090	17850
airport	1998	102422	18817
airport	1999	113734	20049
airport	2000	140285	23692
airport	2001	145810	24309
airport	2002	163874	28186
airport	2003	171735	30387
airport	2004	191086	32161
airport	2005	173138	32627
airport	2006	167451	32449
airport	2007	175702	32788
airport	2008	173294	31271
advised	1520	1	1
advised	1524	2	1
advised	1563	13	1
advised	1564	3	1
advised	1572	5	1
advised	1579	10	2
advised	1581	35	3
advised	1582	8	1
advised	1584	1	1
advised	1587	13	2
advised	1590	6	2
advised	1592	4	1
advised	1594	1	1
advised	1600	5	1
advised	1607	6	1
advised	1620	2	1
advised	1621	3	2
advised	1623	2	2
advised	1624	6	1
advised	1626	6	1
advised	1632	1	1
advised	1635	13	2
advised	1637	21	3
advised	1640	2	1
advised	1641	1	1
advised	1643	9	3
advised	1644	26	4
advised	1645	1	1
advised	1647	2	1
advised	1648	28	3
advised	1649	15	4
advised	1650	1	1
advised	1651	10	2
advised	1652	4	1
advised	1653	12	1
advised	1654	1	1
advised	1655	7	2
advised	1656	64	2
advised	1657	7	4
advised	1658	12	3
advised	1659	12	2
advised	1660	1	1
advised	1661	2	1
advised	1662	5	3
advised	1664	1	1
advised	1665	6	1
advised	1666	1	1
advised	1667	13	3
advised	1668	92	3
advised	1669	10	3
advised	1670	31	3
advised	1671	1	1
advised	1672	6	1
advised	1673	22	6
advised	1674	2	1
advised	1675	83	7
advised	1676	43	11
advised	1677	10	4
advised	1678	107	7
advised	1679	56	7
advised	1680	15	5
advised	1681	107	13
advised	1682	107	13
advised	1683	191	17
advised	1684	6	4
advised	1685	86	12
advised	1686	47	8
advised	1687	49	5
advised	1688	80	5
advised	1689	25	5
advised	1690	7	4
advised	1691	13	2
advised	1692	148	9
advised	1693	24	6
advised	1694	18	8
advised	1695	13	5
advised	1696	5	4
advised	1697	54	4
advised	1698	61	14
advised	1699	48	16
advised	1700	27	13
advised	1701	31	13
advised	1702	110	19
advised	1703	81	19
advised	1704	54	21
advised	1705	57	19
advised	1706	84	30
advised	1707	67	19
advised	1708	48	19
advised	1709	51	14
advised	1710	119	27
advised	1711	132	29
advised	1712	29	15
advised	1713	44	15
advised	1714	116	33
advised	1715	209	37
advised	1716	53	13
advised	1717	97	24
advised	1718	56	23
advised	1719	84	15
advised	1720	139	45
advised	1721	122	24
advised	1722	77	25
advised	1723	192	32
advised	1724	351	43
advised	1725	381	34
advised	1726	160	47
advised	1727	326	57
advised	1728	234	49
advised	1729	224	41
advised	1730	221	47
advised	1731	356	52
advised	1732	122	35
advised	1733	211	23
advised	1734	361	42
advised	1735	268	56
advised	1736	104	34
advised	1737	177	43
advised	1738	206	42
advised	1739	346	59
advised	1740	261	55
advised	1741	171	37
advised	1742	215	53
advised	1743	233	57
advised	1744	308	67
advised	1745	118	43
advised	1746	128	36
advised	1747	396	68
advised	1748	338	62
advised	1749	161	55
advised	1750	740	83
advised	1751	532	106
advised	1752	434	76
advised	1753	494	103
advised	1754	601	101
advised	1755	589	103
advised	1756	215	49
advised	1757	298	59
advised	1758	753	82
advised	1759	652	96
advised	1760	399	101
advised	1761	559	93
advised	1762	250	65
advised	1763	589	93
advised	1764	478	87
advised	1765	372	80
advised	1766	740	153
advised	1767	631	122
advised	1768	811	158
advised	1769	494	101
advised	1770	523	132
advised	1771	661	111
advised	1772	467	125
advised	1773	636	116
advised	1774	429	120
advised	1775	680	138
advised	1776	365	103
advised	1777	393	119
advised	1778	559	99
advised	1779	480	100
advised	1780	544	107
advised	1781	531	134
advised	1782	504	126
advised	1783	479	120
advised	1784	711	155
advised	1785	601	156
advised	1786	722	167
advised	1787	1059	235
advised	1788	991	235
advised	1789	855	232
advised	1790	923	208
advised	1791	1163	231
advised	1792	1007	264
advised	1793	1096	218
advised	1794	1033	235
advised	1795	805	247
advised	1796	2315	308
advised	1797	1067	272
advised	1798	1017	250
advised	1799	1196	283
advised	1800	1302	341
advised	1801	2656	557
advised	1802	2257	462
advised	1803	2127	530
advised	1804	2424	603
advised	1805	2956	633
advised	1806	2822	681
advised	1807	2418	645
advised	1808	3582	702
advised	1809	2955	638
advised	1810	3639	738
advised	1811	3802	804
advised	1812	4049	709
advised	1813	3597	643
advised	1814	3951	795
advised	1815	3105	678
advised	1816	4116	798
advised	1817	3772	883
advised	1818	4589	928
advised	1819	3674	816
advised	1820	5884	1131
advised	1821	4711	863
advised	1822	6410	1222
advised	1823	5582	1211
advised	1824	6236	1430
advised	1825	7348	1520
advised	1826	5337	1150
advised	1827	5679	1266
advised	1828	5631	1280
advised	1829	6558	1287
advised	1830	6490	1539
advised	1831	5691	1364
advised	1832	5210	1300
advised	1833	5506	1379
advised	1834	5913	1436
advised	1835	6642	1638
advised	1836	6798	1617
advised	1837	6336	1381
advised	1838	7077	1576
advised	1839	8315	1797
advised	1840	9453	1767
advised	1841	7049	1628
advised	1842	6704	1362
advised	1843	7689	1638
advised	1844	7841	1766
advised	1845	9600	1819
advised	1846	8537	1876
advised	1847	9051	1772
advised	1848	9585	1929
advised	1849	8782	1874
advised	1850	9334	2020
advised	1851	10505	2168
advised	1852	10337	2441
advised	1853	12015	2717
advised	1854	11995	2715
advised	1855	11679	2435
advised	1856	13370	2715
advised	1857	11890	2428
advised	1858	10219	2180
advised	1859	10937	2470
advised	1860	11481	2639
advised	1861	8693	1983
advised	1862	6780	1648
advised	1863	7250	1758
advised	1864	9718	2214
advised	1865	9484	2178
advised	1866	10502	2297
advised	1867	8567	2074
advised	1868	9436	2327
advised	1869	9437	2276
advised	1870	9456	2255
advised	1871	9685	2332
advised	1872	9173	2335
advised	1873	8760	2281
advised	1874	10918	2629
advised	1875	13236	2657
advised	1876	11780	2771
advised	1877	11631	2825
advised	1878	10405	2683
advised	1879	11869	2906
advised	1880	14561	3479
advised	1881	14491	3359
advised	1882	14905	3660
advised	1883	17974	4053
advised	1884	15445	3798
advised	1885	16950	3805
advised	1886	12848	3013
advised	1887	14565	3839
advised	1888	13829	3524
advised	1889	13292	3241
advised	1890	14150	3605
advised	1891	14035	3699
advised	1892	15694	4196
advised	1893	14725	4052
advised	1894	15564	4083
advised	1895	16769	4455
advised	1896	17844	4901
advised	1897	17420	4808
advised	1898	19399	5145
advised	1899	21762	5982
advised	1900	24787	6654
advised	1901	23786	6191
advised	1902	23688	6245
advised	1903	22822	6182
advised	1904	25873	7066
advised	1905	24764	6453
advised	1906	25272	6561
advised	1907	25840	6599
advised	1908	25542	6826
advised	1909	23995	6049
advised	1910	24956	6611
advised	1911	25197	6473
advised	1912	25162	6899
advised	1913	24679	6863
advised	1914	23502	6417
advised	1915	22155	6014
advised	1916	20807	5817
advised	1917	21265	6077
advised	1918	17927	5479
advised	1919	20322	5971
advised	1920	23610	6980
advised	1921	22181	6031
advised	1922	25332	6828
advised	1923	20100	5731
advised	1924	18191	5303
advised	1925	19269	5462
advised	1926	18925	5349
advised	1927	21820	5947
advised	1928	21795	5916
advised	1929	21194	6019
advised	1930	22650	6327
advised	1931	22571	5990
advised	1932	20881	5200
advised	1933	17207	4630
advised	1934	19549	5106
advised	1935	22821	5596
advised	1936	22734	5950
advised	1937	22381	5902
advised	1938	23298	5861
advised	1939	23837	5828
advised	1940	21904	5424
advised	1941	19562	5074
advised	1942	18065	4684
advised	1943	15739	4278
advised	1944	15033	4066
advised	1945	15311	4315
advised	1946	21434	5869
advised	1947	24734	6606
advised	1948	25438	6748
advised	1949	27888	7178
advised	1950	27441	7230
advised	1951	28873	7196
advised	1952	29578	7149
advised	1953	27410	7083
advised	1954	28913	7462
advised	1955	30577	7753
advised	1956	32146	8078
advised	1957	34069	8825
advised	1958	36285	8722
advised	1959	36527	9183
advised	1960	40582	10294
advised	1961	45884	11303
advised	1962	48121	12459
advised	1963	51955	12837
advised	1964	50355	13294
advised	1965	57471	14667
advised	1966	61702	15497
advised	1967	64179	16551
advised	1968	69658	18275
advised	1969	71390	18013
advised	1970	70475	18651
advised	1971	68330	18193
advised	1972	69957	18856
advised	1973	66695	17998
advised	1974	65706	17871
advised	1975	62388	17998
advised	1976	67244	18741
advised	1977	67915	19267
advised	1978	70659	19286
advised	1979	70804	19944
advised	1980	73037	20111
advised	1981	69032	19626
advised	1982	72973	20499
advised	1983	73559	21112
advised	1984	81952	22494
advised	1985	81346	22841
advised	1986	85757	24110
advised	1987	89657	24912
advised	1988	92471	25951
advised	1989	96209	27157
advised	1990	102923	29070
advised	1991	105754	28587
advised	1992	111526	30944
advised	1993	106014	30140
advised	1994	113942	31864
advised	1995	119302	32971
advised	1996	123149	35354
advised	1997	124515	36054
advised	1998	131753	37839
advised	1999	138301	40466
advised	2000	155644	45317
advised	2001	159699	45644
advised	2002	173951	50819
advised	2003	188952	55793
advised	2004	212502	62148
advised	2005	200794	59289
advised	2006	215711	63810
advised	2007	227259	68073
advised	2008	287491	92879
assign	1575	1	1
assign	1579	1	1
assign	1581	7	1
assign	1582	1	1
assign	1590	6	2
assign	1595	2	1
assign	1600	9	1
assign	1607	2	1
assign	1626	1	1
assign	1635	1	1
assign	1637	3	1
assign	1640	1	1
assign	1645	1	1
assign	1647	1	1
assign	1648	1	1
assign	1649	1	1
assign	1650	1	1
assign	1651	7	2
assign	1653	2	1
assign	1656	4	2
assign	1657	1	1
assign	1658	7	2
assign	1659	1	1
assign	1661	3	2
assign	1662	5	1
assign	1663	5	1
assign	1664	3	2
assign	1666	2	1
assign	1667	7	3
assign	1668	10	2
assign	1669	4	2
assign	1670	3	2
assign	1671	1	1
assign	1673	9	3
assign	1674	3	1
assign	1675	12	4
assign	1676	17	5
assign	1677	29	8
assign	1678	10	3
assign	1679	17	5
assign	1680	8	5
assign	1681	21	9
assign	1682	30	9
assign	1683	45	8
assign	1684	17	6
assign	1685	10	8
assign	1686	8	4
assign	1687	37	3
assign	1688	23	7
assign	1689	9	5
assign	1690	5	3
assign	1691	1	1
assign	1692	25	3
assign	1693	13	3
assign	1694	14	5
assign	1695	5	5
assign	1696	8	5
assign	1697	12	2
assign	1698	36	11
assign	1699	41	13
assign	1700	49	16
